secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;tonne.km;;0,07321;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;km;;0,15249;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;miles;;0,24541;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;tonne.km;;0,04256;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;km;;0,20024;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;miles;;0,32225;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;tonne.km;;0,03383;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;km;;0,31221;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;miles;;0,50245;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;100%;;;tonne.km;;0,03931;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;100%;;;km;;0,26574;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;100%;;;miles;;0,42767;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;tonne.km;;0,02135;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;km;;0,26768;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;miles;;0,43080;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;tonne.km;;0,01682;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;km;;0,30687;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;miles;;0,49385;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;100%;;;tonne.km;;0,01632;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;100%;;;km;;0,29325;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;100%;;;miles;;0,47193;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;tonne.km;;0,02184;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;km;;0,28105;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;miles;;0,45231;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;tonne.km;;0,13826;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;km;;0,14113;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;miles;;0,22712;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;tonne.km;;0,10160;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;km;;0,17210;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;miles;;0,27697;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;tonne.km;;0,05091;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;km;;0,27273;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;miles;;0,43892;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;Average;;;tonne.km;;0,06059;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;Average;;;km;;0,22933;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All rigids;;;Average;;;miles;;0,36907;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;tonne.km;;0,03885;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;km;;0,21916;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;miles;;0,35270;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;tonne.km;;0,02306;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;km;;0,26078;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;miles;;0,41968;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;Average;;;tonne.km;;0,02354;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;Average;;;km;;0,25809;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All artics;;;Average;;;miles;;0,41536;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;tonne.km;;0,03178;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;km;;0,24417;;;;;;
WTT- delivery vehs & freight;WTT- HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;miles;;0,39296;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;With RF;;;;;;tonne.km;;0,63882;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;With RF;;;;;;tonne.km;;0,21329;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;With RF;;;;;;tonne.km;;0,13498;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;With RF;;;;;;tonne.km;;0,13498;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;Without RF;;;;;;tonne.km;;0,63882;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;Without RF;;;;;;tonne.km;;0,21329;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;Without RF;;;;;;tonne.km;;0,13498;;;;;;
WTT- delivery vehs & freight;WTT- freight flights;;;;Without RF;;;;;;tonne.km;;0,13498;;;;;;
WTT- delivery vehs & freight;WTT- rail;;;;Freight train;;;;;;tonne.km;;  0,00756 ;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;200,000+ dwt;tonne.km;;  0,00057;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;120,000–199,999 dwt;tonne.km;;  0,00086;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;80,000–119,999 dwt;tonne.km;;  0,00116;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;60,000–79,999 dwt;tonne.km;;  0,00147;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;10,000–59,999 dwt;tonne.km;;  0,00179;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;0–9999 dwt;tonne.km;;  0,00653;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Crude tanker;;;;;Average;tonne.km;;  0,00089;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;60,000+ dwt;tonne.km;;  0,00112;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;20,000–59,999 dwt;tonne.km;;  0,00202;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;10,000–19,999 dwt;tonne.km;;  0,00367;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;5000–9999 dwt;tonne.km;;  0,00573;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;0–4999 dwt;tonne.km;;  0,00883;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Products tanker ;;;;;Average;tonne.km;;  0,00175;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Chemical tanker ;;;;;20,000+ dwt;tonne.km;;  0,00165;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Chemical tanker ;;;;;10,000–19,999 dwt;tonne.km;;  0,00212;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Chemical tanker ;;;;;5000–9999 dwt;tonne.km;;  0,00296;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Chemical tanker ;;;;;0–4999 dwt;tonne.km;;  0,00435;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;Chemical tanker ;;;;;Average;tonne.km;;  0,002  ;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LNG tanker;;;;;200,000+ m3;tonne.km;;  0,00182;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LNG tanker;;;;;0–199,999 m3;tonne.km;;  0,00284;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LNG tanker;;;;;Average;tonne.km;;  0,00223;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LPG Tanker;;;;;50,000+ m3;tonne.km;;  0,00177;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LPG Tanker;;;;;0–49,999 m3;tonne.km;;  0,00853;;;;;;
WTT- delivery vehs & freight;WTT- sea tanker;;;;LPG Tanker;;;;;Average;tonne.km;;  0,00201;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;10,000+ dwt;tonne.km;;  0,00233;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;5000–9999 dwt;tonne.km;;  0,0031 ;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;0–4999 dwt;tonne.km;;  0,00273;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;10,000+ dwt 100+ TEU;tonne.km;;  0,00216;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;5000–9999 dwt 100+ TEU;tonne.km;;  0,00343;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;0–4999 dwt 100+ TEU;tonne.km;;  0,00388;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;General cargo;;;;;Average;tonne.km;;  0,00256;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;8000+ TEU;tonne.km;;  0,00253;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;5000–7999 TEU;tonne.km;;  0,00628;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;3000–4999 TEU;tonne.km;;  0,0113 ;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;2000–2999 TEU;tonne.km;;  0,00746;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;1000–1999 TEU;tonne.km;;  0,00971;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;0–999 TEU;tonne.km;;  0,01183;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Container ship;;;;;Average;tonne.km;;  0,00999;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Vehicle transport;;;;;4000+ CEU;tonne.km;;  0,07287;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Vehicle transport;;;;;0–3999 CEU;tonne.km;;  0,00245;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Vehicle transport;;;;;Average;tonne.km;;  0,00326;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;RoRo-Ferry;;;;;2000+ LM;tonne.km;;  0,00326;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;RoRo-Ferry;;;;;0–1999 LM;tonne.km;;  0,00392;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;RoRo-Ferry;;;;;Average;tonne.km;;  0,0063 ;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Large RoPax ferry;;;;;Average;tonne.km;;  0,00712;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Refrigerated cargo;;;;; All dwt;tonne.km;;  0,00312;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;200,000+ dwt;tonne.km;;  0,00049;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;100,000–199,999 dwt;tonne.km;;  0,00059;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;60,000–99,999 dwt;tonne.km;;  0,0008 ;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;35,000–59,999 dwt;tonne.km;;  0,00112;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;10,000–34,999 dwt;tonne.km;;  0,00155;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;0–9999 dwt;tonne.km;;  0,00573;;;;;;
WTT- delivery vehs & freight;WTT- cargo ship;;;;Bulk carrier;;;;;Average;tonne.km;;  0,00069;;;;;;
Hotel stay;Hotel stay;UK;;;;;;;;;Room per night;; 26,4     ;;;;;;
Hotel stay;Hotel stay;UK (London);;;;;;;;;Room per night;; 24,7     ;;;;;;
Hotel stay;Hotel stay;Argentina;;;;;;;;;Room per night;; 57,3     ;;;;;;
Hotel stay;Hotel stay;Australia;;;;;;;;;Room per night;; 65,1     ;;;;;;
Hotel stay;Hotel stay;Austria;;;;;;;;;Room per night;; 19,0     ;;;;;;
Hotel stay;Hotel stay;Belgium;;;;;;;;;Room per night;; 13,9     ;;;;;;
Hotel stay;Hotel stay;Brazil;;;;;;;;;Room per night;; 14,1     ;;;;;;
Hotel stay;Hotel stay;Canada;;;;;;;;;Room per night;; 19,6     ;;;;;;
Hotel stay;Hotel stay;Caribbean Region;;;;;;;;;Room per night;; 64,0     ;;;;;;
Hotel stay;Hotel stay;Chile;;;;;;;;;Room per night;; 56,0     ;;;;;;
Hotel stay;Hotel stay;China;;;;;;;;;Room per night;; 72,3     ;;;;;;
Hotel stay;Hotel stay;China (Hong Kong);;;;;;;;;Room per night;; 93,3     ;;;;;;
Hotel stay;Hotel stay;Colombia;;;;;;;;;Room per night;; 15,5     ;;;;;;
Hotel stay;Hotel stay;Costa Rica;;;;;;;;;Room per night;; 16,1     ;;;;;;
Hotel stay;Hotel stay;Czech Republic;;;;;;;;;Room per night;; 29,7     ;;;;;;
Hotel stay;Hotel stay;Egypt;;;;;;;;;Room per night;; 67,8     ;;;;;;
Hotel stay;Hotel stay;France;;;;;;;;;Room per night;;  6,6     ;;;;;;
Hotel stay;Hotel stay;Germany;;;;;;;;;Room per night;; 20,8     ;;;;;;
Hotel stay;Hotel stay;India;;;;;;;;;Room per night;;103,1     ;;;;;;
Hotel stay;Hotel stay;Indonesia;;;;;;;;;Room per night;;126,7     ;;;;;;
Hotel stay;Hotel stay;Ireland;;;;;;;;;Room per night;; 30,0     ;;;;;;
Hotel stay;Hotel stay;Italy;;;;;;;;;Room per night;; 24,9     ;;;;;;
Hotel stay;Hotel stay;Japan;;;;;;;;;Room per night;; 75,5     ;;;;;;
Hotel stay;Hotel stay;Jordan;;;;;;;;;Room per night;; 98,3     ;;;;;;
Hotel stay;Hotel stay;Malaysia;;;;;;;;;Room per night;; 92,6     ;;;;;;
Hotel stay;Hotel stay;Mexico;;;;;;;;;Room per night;; 30,3     ;;;;;;
Hotel stay;Hotel stay;Netherlands;;;;;;;;;Room per night;; 21,7     ;;;;;;
Hotel stay;Hotel stay;New Zealand;;;;;;;;;Room per night;; 12,3     ;;;;;;
Hotel stay;Hotel stay;Panama;;;;;;;;;Room per night;; 31,1     ;;;;;;
Hotel stay;Hotel stay;Poland;;;;;;;;;Room per night;; 53,8     ;;;;;;
Hotel stay;Hotel stay;Portugal;;;;;;;;;Room per night;; 19,2     ;;;;;;
Hotel stay;Hotel stay;Qatar;;;;;;;;;Room per night;;140,9     ;;;;;;
Hotel stay;Hotel stay;Russian Federation;;;;;;;;;Room per night;; 38,7     ;;;;;;
Hotel stay;Hotel stay;Saudi Arabia;;;;;;;;;Room per night;;108,5     ;;;;;;
Hotel stay;Hotel stay;Singapore;;;;;;;;;Room per night;; 48,4     ;;;;;;
Hotel stay;Hotel stay;South Africa;;;;;;;;;Room per night;; 62,2     ;;;;;;
Hotel stay;Hotel stay;South Korea;;;;;;;;;Room per night;; 80,3     ;;;;;;
Hotel stay;Hotel stay;Spain;;;;;;;;;Room per night;; 23,5     ;;;;;;
Hotel stay;Hotel stay;Switzerland;;;;;;;;;Room per night;;  8,9     ;;;;;;
Hotel stay;Hotel stay;Thailand;;;;;;;;;Room per night;; 64,7     ;;;;;;
Hotel stay;Hotel stay;Turkey;;;;;;;;;Room per night;; 56,6     ;;;;;;
Hotel stay;Hotel stay;United Arab Emirates;;;;;;;;;Room per night;;117,0     ;;;;;;
Hotel stay;Hotel stay;United States;;;;;;;;;Room per night;; 25,6     ;;;;;;
Hotel stay;Hotel stay;Vietnam;;;;;;;;;Room per night;; 63,5     ;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Diesel;;;;km;;0,11096;0,10910;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Diesel;;;;miles;;0,17858;0,17558;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Diesel;;;;km;;0,13725;0,13539;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Diesel;;;;miles;;0,22089;0,21789;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Diesel;;;;km;;0,15048;0,14862;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Diesel;;;;miles;;0,24217;0,23917;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Diesel;;;;km;;0,16849;0,16663;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Diesel;;;;miles;;0,27116;0,26816;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Diesel;;;;km;;0,18125;0,17939;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Diesel;;;;miles;;0,29170;0,28870;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Diesel;;;;km;;0,22177;0,21991;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Diesel;;;;miles;;0,35691;0,35391;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Diesel;;;;km;;0,17521;0,17335;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Diesel;;;;miles;;0,28198;0,27898;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X4;;Diesel;;;;km;;0,21194;0,21008;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X5;;Diesel;;;;miles;;0,34108;0,33808;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Diesel;;;;km;;0,18452;0,18266;0,00001;0,00185;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Diesel;;;;miles;;0,29696;0,29396;0,00002;0,00298;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Petrol;;;;km;;0,14114;0,14039;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Petrol;;;;miles;;0,22715;0,22594;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Petrol;;;;km;;0,15743;0,15668;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Petrol;;;;miles;;0,25336;0,25215;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Petrol;;;;km;;0,18284;0,18209;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Petrol;;;;miles;;0,29425;0,29304;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Petrol;;;;km;;0,20956;0,20881;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Petrol;;;;miles;;0,33726;0,33605;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Petrol;;;;km;;0,23952;0,23877;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Petrol;;;;miles;;0,38548;0,38427;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Petrol;;;;km;;0,33702;0,33627;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Petrol;;;;miles;;0,54238;0,54117;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Petrol;;;;km;;0,24626;0,24551;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Petrol;;;;miles;;0,39632;0,39511;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X4;;Petrol;;;;km;;0,24684;0,24609;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X5;;Petrol;;;;miles;;0,39725;0,39604;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Petrol;;;;km;;0,20096;0,20021;0,00033;0,00042;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Petrol;;;;miles;;0,32342;0,32221;0,00054;0,00067;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Unknown;;;;km;;0,14093;0,14017;0,00033;0,00043;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Unknown;;;;miles;;0,22681;0,22559;0,00053;0,00069;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Unknown;;;;km;;0,15440;0,15348;0,00029;0,00063;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Unknown;;;;miles;;0,24849;0,24701;0,00046;0,00102;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Unknown;;;;km;;0,16669;0,16539;0,00017;0,00113;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Unknown;;;;miles;;0,26828;0,26617;0,00028;0,00183;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Unknown;;;;km;;0,17869;0,17710;0,00009;0,00150;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Unknown;;;;miles;;0,28758;0,28502;0,00015;0,00241;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Unknown;;;;km;;0,19502;0,19341;0,00009;0,00152;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Unknown;;;;miles;;0,31384;0,31126;0,00014;0,00244;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Unknown;;;;km;;0,27753;0,27620;0,00017;0,00116;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Unknown;;;;miles;;0,44664;0,44450;0,00027;0,00187;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Unknown;;;;km;;0,23456;0,23363;0,00028;0,00065;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Unknown;;;;miles;;0,37749;0,37599;0,00045;0,00105;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X4;;Unknown;;;;km;;0,21795;0,21627;0,00007;0,00161;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Dual purpose 4X5;;Unknown;;;;miles;;0,35075;0,34805;0,00011;0,00259;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Unknown;;;;km;;0,18945;0,18791;0,00011;0,00143;;;
Managed assets- vehicles;Managed cars (by market segment);;;;MPV;;Unknown;;;;miles;;0,30487;0,30241;0,00017;0,00229;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;km;;;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Mini;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,00000;;;;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;km;;0,06995;0,06948;0,00018;0,00029;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Supermini;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,11258;0,11182;0,00029;0,00047;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;km;;0,10562;0,10501;0,00030;0,00031;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Lower medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,16997;0,16899;0,00048;0,00050;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;km;;0,11843;0,11773;0,00032;0,00038;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Upper medium;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,19060;0,18947;0,00052;0,00061;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;km;;0,13320;0,13244;0,00038;0,00038;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Executive;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,21437;0,21314;0,00061;0,00062;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;km;;0,15980;0,15889;0,00045;0,00046;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Luxury;;Plug-in Hybrid Electric Vehicle;;;;miles;;0,25719;0,25572;0,00073;0,00074;;;
Managed assets- vehicles;Managed cars (by market segment);;;;Sports;;Plug-in Hybrid Electric Vehicle;;;;km;;0,12377;0,12306;0,00035;0,00036;;;
