secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;0%;;;miles;; 1,10348 ; 1,08373 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;tonne.km;; 0,47776 ; 0,47101 ; 0,00016 ; 0,00660 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;km;; 0,49759 ; 0,49056 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;miles;; 0,80079 ; 0,78948 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;tonne.km;; 0,26706 ; 0,26341 ; 0,00008 ; 0,00356 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;km;; 0,62830 ; 0,61972 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;miles;; 1,01115 ; 0,99734 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;50%;;;tonne.km;; 0,20232 ; 0,19937 ; 0,00007 ; 0,00288 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;50%;;;km;; 0,93372 ; 0,92013 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;50%;;;miles;; 1,50268 ; 1,48081 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;50%;;;tonne.km;; 0,23502 ; 0,23244 ; 0,00008 ; 0,00250 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;50%;;;km;; 0,79425 ; 0,78552 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;50%;;;miles;; 1,27822 ; 1,26417 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;tonne.km;; 0,12903 ; 0,12726 ; 0,00002 ; 0,00175 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;km;; 0,80877 ; 0,79768 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;miles;; 1,30159 ; 1,28374 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;50%;;;tonne.km;; 0,09774 ; 0,09629 ; 0,00002 ; 0,00143 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;50%;;;km;; 0,89126 ; 0,87807 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;50%;;;miles;; 1,43434 ; 1,41312 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;50%;;;tonne.km;; 0,09875 ; 0,09706 ; 0,00002 ; 0,00167 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;50%;;;km;; 0,88712 ; 0,87194 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;50%;;;miles;; 1,42768 ; 1,40325 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;50%;;;tonne.km;; 0,13136 ; 0,12945 ; 0,00003 ; 0,00188 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;50%;;;km;; 0,84520 ; 0,83293 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;50%;;;miles;; 1,36022 ; 1,34047 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;tonne.km;; 0,25773 ; 0,25435 ; 0,00008 ; 0,00330 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;km;; 0,53683 ; 0,52980 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;miles;; 0,86394 ; 0,85263 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;tonne.km;; 0,14999 ; 0,14817 ; 0,00004 ; 0,00178 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;km;; 0,70576 ; 0,69719 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;miles;; 1,13581 ; 1,12202 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;100%;;;tonne.km;; 0,11910 ; 0,11763 ; 0,00003 ; 0,00144 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;100%;;;km;; 1,09934 ; 1,08575 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;100%;;;miles;; 1,76922 ; 1,74735 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;100%;;;tonne.km;; 0,13842 ; 0,13713 ; 0,00004 ; 0,00125 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;100%;;;km;; 0,93555 ; 0,92683 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;100%;;;miles;; 1,50562 ; 1,49159 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;tonne.km;; 0,07723 ; 0,07635 ; 0,00001 ; 0,00087 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;km;; 0,96830 ; 0,95722 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;miles;; 1,55833 ; 1,54050 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;100%;;;tonne.km;; 0,06090 ; 0,06018 ; 0,00001 ; 0,00072 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;100%;;;km;; 1,11078 ; 1,09758 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;100%;;;miles;; 1,78763 ; 1,76638 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;100%;;;tonne.km;; 0,05909 ; 0,05824 ; 0,00001 ; 0,00084 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;100%;;;km;; 1,06164 ; 1,04646 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;100%;;;miles;; 1,70854 ; 1,68411 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;100%;;;tonne.km;; 0,07807 ; 0,07712 ; 0,00002 ; 0,00094 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;100%;;;km;; 1,00473 ; 0,99246 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;100%;;;miles;; 1,61696 ; 1,59721 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;tonne.km;; 0,48674 ; 0,47985 ; 0,00016 ; 0,00673 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;km;; 0,49680 ; 0,48977 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;miles;; 0,79952 ; 0,78821 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;tonne.km;; 0,35810 ; 0,35304 ; 0,00012 ; 0,00495 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;km;; 0,60661 ; 0,59803 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;miles;; 0,97624 ; 0,96244 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;Average;;;tonne.km;; 0,17927 ; 0,17673 ; 0,00006 ; 0,00248 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;Average;;;km;; 0,96034 ; 0,94674 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV (all diesel);;;;Rigid (>17 tonnes);;;Average;;;miles;; 1,54552 ; 1,52363 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;Average;;;tonne.km;; 0,21334 ; 0,21103 ; 0,00007 ; 0,00223 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;Average;;;km;; 0,80746 ; 0,79873 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV (all diesel);;;;All rigids;;;Average;;;miles;; 1,29948 ; 1,28543 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;tonne.km;; 0,14054 ; 0,13857 ; 0,00002 ; 0,00194 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;km;; 0,79282 ; 0,78173 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;miles;; 1,27592 ; 1,25807 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;Average;;;tonne.km;; 0,08348 ; 0,08231 ; 0,00001 ; 0,00115 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;Average;;;km;; 0,94395 ; 0,93075 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV (all diesel);;;;Articulated (>33t);;;Average;;;miles;; 1,51914 ; 1,49790 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;Average;;;tonne.km;; 0,08525 ; 0,08386 ; 0,00001 ; 0,00137 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;Average;;;km;; 0,93428 ; 0,91909 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV (all diesel);;;;All artics;;;Average;;;miles;; 1,50358 ; 1,47913 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;Average;;;tonne.km;; 0,11360 ; 0,11146 ; 0,00005 ; 0,00209 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;Average;;;km;; 0,87287 ; 0,86061 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV (all diesel);;;;All HGVs;;;Average;;;miles;; 1,40475 ; 1,38502 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;km;; 0,54533 ; 0,53830 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;0%;;;miles;; 0,87762 ; 0,86630 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;km;; 0,65536 ; 0,64678 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;0%;;;miles;; 1,05469 ; 1,04089 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;0%;;;km;; 0,91352 ; 0,89992 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;0%;;;miles;; 1,47017 ; 1,44829 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;0%;;;km;; 0,77712 ; 0,76839 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;0%;;;miles;; 1,25065 ; 1,23660 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;km;; 0,75195 ; 0,74086 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;0%;;;miles;; 1,21015 ; 1,19230 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;0%;;;km;; 0,77775 ; 0,76455 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;0%;;;miles;; 1,25168 ; 1,23043 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;0%;;;km;; 0,82486 ; 0,80967 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;0%;;;miles;; 1,32748 ; 1,30304 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;0%;;;tonne.km;;;;;;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;0%;;;km;; 0,80368 ; 0,79141 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;0%;;;miles;; 1,29340 ; 1,27365 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;tonne.km;; 0,56855 ; 0,56179 ; 0,00016 ; 0,00660 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;km;; 0,59214 ; 0,58511 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;50%;;;miles;; 0,95296 ; 0,94165 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;tonne.km;; 0,31782 ; 0,31418 ; 0,00008 ; 0,00356 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;km;; 0,74775 ; 0,73917 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;50%;;;miles;; 1,20338 ; 1,18957 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;50%;;;tonne.km;; 0,24075 ; 0,23780 ; 0,00007 ; 0,00288 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;50%;;;km;; 1,11108 ; 1,09748 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;50%;;;miles;; 1,78811 ; 1,76622 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;50%;;;tonne.km;; 0,27982 ; 0,27724 ; 0,00008 ; 0,00250 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;50%;;;km;; 0,94565 ; 0,93692 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;50%;;;miles;; 1,52188 ; 1,50783 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;tonne.km;; 0,14951 ; 0,14774 ; 0,00002 ; 0,00175 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;km;; 0,93717 ; 0,92608 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;50%;;;miles;; 1,50823 ; 1,49038 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;50%;;;tonne.km;; 0,11324 ; 0,11179 ; 0,00002 ; 0,00143 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;50%;;;km;; 1,03261 ; 1,01941 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;50%;;;miles;; 1,66183 ; 1,64058 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;50%;;;tonne.km;; 0,11437 ; 0,11268 ; 0,00002 ; 0,00167 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;50%;;;km;; 1,02748 ; 1,01229 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;50%;;;miles;; 1,65357 ; 1,62913 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;50%;;;tonne.km;; 0,15405 ; 0,15214 ; 0,00003 ; 0,00188 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;50%;;;km;; 0,99117 ; 0,97890 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;50%;;;miles;; 1,59513 ; 1,57539 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;tonne.km;; 0,30675 ; 0,30337 ; 0,00008 ; 0,00330 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;km;; 0,63894 ; 0,63191 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;100%;;;miles;; 1,02828 ; 1,01697 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;tonne.km;; 0,17855 ; 0,17673 ; 0,00004 ; 0,00178 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;km;; 0,84015 ; 0,83157 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;100%;;;miles;; 1,35209 ; 1,33828 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;tonne.km;; 0,14177 ; 0,14030 ; 0,00003 ; 0,00144 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;km;; 1,30862 ; 1,29502 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;100%;;;miles;; 2,10602 ; 2,08413 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;100%;;;tonne.km;; 0,16485 ; 0,16356 ; 0,00004 ; 0,00125 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;100%;;;km;; 1,11420 ; 1,10547 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;100%;;;miles;; 1,79313 ; 1,77908 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;tonne.km;; 0,08952 ; 0,08864 ; 0,00001 ; 0,00087 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;km;; 1,12239 ; 1,11130 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;100%;;;miles;; 1,80631 ; 1,78847 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;tonne.km;; 0,07060 ; 0,06987 ; 0,00001 ; 0,00072 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;km;; 1,28745 ; 1,27425 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;100%;;;miles;; 2,07196 ; 2,05071 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;100%;;;tonne.km;; 0,06846 ; 0,06761 ; 0,00001 ; 0,00084 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;100%;;;km;; 1,23010 ; 1,21491 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;100%;;;miles;; 1,97965 ; 1,95520 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;tonne.km;; 0,09160 ; 0,09064 ; 0,00002 ; 0,00094 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;km;; 1,17866 ; 1,16639 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;100%;;;miles;; 1,89686 ; 1,87712 ; 0,00032 ; 0,01942 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;tonne.km;; 0,57923 ; 0,57234 ; 0,00016 ; 0,00673 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;km;; 0,59120 ; 0,58417 ; 0,00016 ; 0,00687 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>3.5 - 7.5 tonnes);;;Average;;;miles;; 0,95144 ; 0,94013 ; 0,00026 ; 0,01106 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;tonne.km;; 0,42616 ; 0,42109 ; 0,00012 ; 0,00495 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;km;; 0,72188 ; 0,71330 ; 0,00020 ; 0,00838 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>7.5 tonnes-17 tonnes);;;Average;;;miles;; 1,16175 ; 1,14794 ; 0,00032 ; 0,01349 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;tonne.km;; 0,21333 ; 0,21079 ; 0,00006 ; 0,00248 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;km;; 1,14282 ; 1,12922 ; 0,00032 ; 0,01328 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Rigid (>17 tonnes);;;Average;;;miles;; 1,83918 ; 1,81730 ; 0,00051 ; 0,02137 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;Average;;;tonne.km;; 0,25400 ; 0,25170 ; 0,00007 ; 0,00223 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;Average;;;km;; 0,96141 ; 0,95268 ; 0,00027 ; 0,00846 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All rigids;;;Average;;;miles;; 1,54724 ; 1,53319 ; 0,00043 ; 0,01362 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;tonne.km;; 0,16284 ; 0,16088 ; 0,00002 ; 0,00194 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;km;; 0,91865 ; 0,90756 ; 0,00012 ; 0,01097 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>3.5 - 33t);;;Average;;;miles;; 1,47843 ; 1,46058 ; 0,00019 ; 0,01765 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;tonne.km;; 0,09672 ; 0,09556 ; 0,00001 ; 0,00115 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;km;; 1,09377 ; 1,08057 ; 0,00015 ; 0,01305 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;Articulated (>33t);;;Average;;;miles;; 1,76025 ; 1,73901 ; 0,00024 ; 0,02100 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;Average;;;tonne.km;; 0,09874 ; 0,09736 ; 0,00001 ; 0,00137 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;Average;;;km;; 1,08222 ; 1,06703 ; 0,00015 ; 0,01504 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All artics;;;Average;;;miles;; 1,74167 ; 1,71722 ; 0,00024 ; 0,02420 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;tonne.km;; 0,13313 ; 0,13099 ; 0,00005 ; 0,00209 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;km;; 1,02370 ; 1,01143 ; 0,00020 ; 0,01207 ;;;
Freighting goods;HGV refrigerated (all diesel);;;;All HGVs;;;Average;;;miles;; 1,64749 ; 1,62774 ; 0,00032 ; 0,01942 ;;;
Freighting goods;Freight flights;;Domestic, to/from UK;;With RF;;;;;;tonne.km;;  5,8333  ;  5,80197 ;  0,00243 ;  0,0289  ;;;
Freighting goods;Freight flights;;Short-haul, to/from UK;;With RF;;;;;;tonne.km;;  1,9469  ;  1,93718 ;  0,00007 ;  0,00965 ;;;
Freighting goods;Freight flights;;Long-haul, to/from UK;;With RF;;;;;;tonne.km;;  1,23205 ;  1,22591 ;  0,00004 ;  0,0061  ;;;
Freighting goods;Freight flights;;International, to/from non-UK;;With RF;;;;;;tonne.km;;  1,23205 ;  1,22591 ;  0,00004 ;  0,0061  ;;;
Freighting goods;Freight flights;;Domestic, to/from UK;;Without RF;;;;;;tonne.km;;  3,085   ;  3,05367 ;  0,00243 ;  0,0289  ;;;
Freighting goods;Freight flights;;Short-haul, to/from UK;;Without RF;;;;;;tonne.km;;  1,02929 ;  1,01957 ;  0,00007 ;  0,00965 ;;;
Freighting goods;Freight flights;;Long-haul, to/from UK;;Without RF;;;;;;tonne.km;;  0,65135 ;  0,64521 ;  0,00004 ;  0,0061  ;;;
